company_name,sector,revenue,ebitda,ebitda_margin,net_profit_margin,debt_to_equity,interest_coverage,current_ratio,quick_ratio,roa,roe,operating_cash_flow,total_debt,dscr,promoter_holding,company_age,market_cap,external_macro_risk_flag,qualitative_risk_score,credit_rating
Desh Ceramics,Textiles,51881.8,23571.23,20.64,15.71,0.4,12.38,1.69,1.47,5.42,20.38,18480.74,32928.5,4.61,66.39,52.5,136863.74,0,2.0,AA-
Shakti Exports,Aviation,26396.52,7816.09,18.32,5.73,0.43,6.46,2.16,1.3,14.91,11.32,7779.77,47368.04,3.65,59.86,44.84,51661.83,0,4.5,A
Radha Finance,Chemicals,14659.9,8947.06,12.26,18.09,0.87,8.7,1.76,0.65,14.59,15.52,1999.17,45186.43,4.43,49.57,30.81,57141.39,0,2.9,A
Kiran Logistics,Pharmaceuticals,94548.15,13074.55,19.97,14.19,0.71,4.07,2.33,2.58,17.09,20.29,18898.66,37681.92,3.67,67.25,68.83,24174.27,1,2.8,AA
Sagar Logistics,Cement,52579.11,14102.43,26.39,17.26,0.72,11.43,2.11,1.26,9.58,19.04,6763.58,33350.53,4.23,69.44,32.42,50135.94,0,2.6,AA
Saraswati Holdings,Automobile,12974.83,4397.32,18.31,4.23,1.75,3.01,1.91,0.67,5.63,10.44,-1055.42,27898.5,0.84,44.5,35.04,12049.46,0,5.6,BBB-
Vivek Infra,Textiles,25508.68,5677.23,26.37,7.33,0.66,7.73,1.31,1.92,7.46,18.5,9489.74,25715.68,2.42,51.48,40.55,20407.25,0,4.7,A
Vivek Steel,IT & Technology,897.72,6.23,-6.21,-10.79,6.15,0.27,0.6,0.32,-6.51,-11.35,-399.78,21642.47,0.54,23.86,12.91,10.0,0,9.5,C
Param Limited,Power & Utilities,70254.01,12051.98,22.19,17.16,0.61,5.21,1.77,1.78,5.86,11.15,6946.15,38762.96,2.24,60.05,48.42,86013.85,0,3.4,A+
Durga Ceramics,FMCG,93390.59,14107.83,30.64,23.83,0.67,7.01,1.58,1.48,13.13,19.78,24242.49,27220.68,3.47,46.67,59.71,99636.33,0,2.5,AA
Anand Infra,Chemicals,3021.31,859.49,10.02,1.28,1.51,1.4,0.97,0.6,2.28,4.32,1151.95,18008.0,1.56,68.41,23.42,10697.52,0,6.9,BB+
Arjun Exports,Infrastructure & Construction,4150.6,389.74,0.91,3.52,2.47,1.72,1.08,0.51,2.87,-7.24,779.07,1292.44,0.92,41.41,18.74,2178.26,1,7.2,B+
Narmada Technologies,Steel & Metals,26055.08,-1721.36,20.23,7.7,0.99,5.51,2.58,1.21,9.08,14.15,-493.07,24929.3,3.4,59.22,28.48,6297.32,0,3.8,A+
Arun Exports,Chemicals,71085.27,12081.21,14.89,18.14,0.5,14.18,2.21,1.58,12.25,15.61,7129.19,20825.26,2.88,55.71,71.09,162558.02,0,3.7,AA-
Indus Polymers,Real Estate,29377.6,31433.08,22.24,24.02,0.9,4.74,2.93,1.49,9.3,20.1,4952.51,28023.97,2.86,59.77,62.03,123191.08,0,2.9,AA-
Ashoka Logistics,Infrastructure & Construction,935.2,1322.28,12.85,10.36,1.36,4.14,1.39,0.8,7.98,8.91,3254.27,18654.74,2.08,40.73,34.53,40674.17,0,5.1,BBB+
Prem Power,Energy & Oil,22167.75,20199.5,15.04,15.52,0.9,5.87,1.87,1.12,9.07,16.27,16710.61,44062.33,3.21,58.91,54.07,20887.2,1,2.0,A-
Himalaya Power,Energy & Oil,40057.93,11316.78,15.02,17.74,0.58,5.32,1.85,1.86,5.85,16.16,9099.35,36527.05,3.28,61.14,25.34,100633.39,0,3.3,A+
Meera Polymers,Infrastructure & Construction,83690.64,9586.03,26.92,13.11,1.0,16.93,2.14,1.81,11.02,16.61,11717.79,21512.78,2.28,60.63,41.37,118732.03,0,2.2,AA+
Shakti Pharma,Pharmaceuticals,23749.1,4066.27,21.98,9.48,1.12,4.24,0.81,1.53,5.55,17.55,935.18,6588.26,1.98,52.35,27.38,22787.39,0,3.8,BBB+
Sagar Technologies,Pharmaceuticals,2424.73,-484.78,-13.26,-11.9,4.65,0.9,0.8,0.52,-3.04,-6.17,802.32,740.01,0.32,23.98,12.47,216.98,0,9.0,C
Priya Industries,Pharmaceuticals,23133.47,4590.45,22.69,7.85,1.41,2.62,1.11,1.44,3.38,12.92,3455.88,34099.77,0.97,58.69,23.42,11001.36,0,5.8,BBB-
Parvati Steel,Banking & Financial Services,22312.41,2744.15,9.3,4.79,1.5,1.97,1.36,1.67,5.92,13.23,590.14,5272.38,2.2,44.61,35.74,22147.0,0,4.6,BBB+
Bharat Enterprises,Aviation,59728.29,8440.98,31.79,18.16,0.33,9.35,2.94,2.14,7.06,16.54,22528.38,21193.87,4.08,69.27,23.52,49618.15,0,3.5,AA
Param Polymers,Automobile,50155.78,11188.95,19.8,16.92,0.78,7.36,2.2,1.93,8.11,13.95,11580.3,50077.79,2.45,39.94,47.83,3748.18,1,3.4,A+
Chanakya Foods,Steel & Metals,31843.91,2730.22,21.11,13.07,0.66,10.07,1.97,1.69,4.36,9.14,7840.25,55822.87,1.99,53.72,17.18,28441.32,0,3.1,A+
Deccan Enterprises,Steel & Metals,1472.38,137.67,2.46,5.43,2.16,2.47,0.92,1.0,4.06,7.02,705.9,9508.85,1.26,64.64,27.1,6462.74,1,5.6,BB
Ganesh Steel,Media & Entertainment,6190.2,109.2,7.76,9.91,2.04,2.46,1.0,0.49,-0.19,12.46,347.9,7470.78,0.75,41.46,11.95,3864.75,0,6.6,B+
Anand Ceramics,Infrastructure & Construction,5933.89,374.49,3.0,4.22,1.33,-0.18,0.94,0.58,-1.03,-3.84,779.19,15704.12,0.8,67.93,18.13,7423.19,0,6.5,B
Deccan Steel,Energy & Oil,1170.25,-334.2,-8.0,-38.05,9.11,-0.51,0.54,0.16,-9.93,-37.76,-746.47,2785.32,-0.01,15.59,10.0,134.42,0,10.0,D
Aarav Textiles,Telecom,499.66,-368.01,-32.07,-14.14,7.5,-1.22,0.33,0.29,-23.81,-38.24,-659.54,7346.94,0.48,14.62,10.0,1034.08,0,9.0,D
Jai Solutions,IT & Technology,73.27,123.63,4.87,-7.27,5.85,1.08,0.78,0.22,-4.85,-1.15,-299.51,20539.94,0.39,32.01,10.0,1127.63,0,7.2,C
Kiran Engineering,Energy & Oil,38960.17,5367.54,22.56,12.82,0.7,13.07,2.48,1.09,10.71,12.61,10116.24,29769.05,4.79,62.73,60.88,115585.38,0,3.2,AA+
Krishna Steel,Automobile,72661.9,10330.8,27.27,14.82,0.1,11.32,1.55,1.73,6.39,15.12,8398.41,36420.7,3.27,47.25,47.47,86981.58,1,1.7,AA
Surya Pharma,Chemicals,33795.37,18613.05,18.8,12.75,0.3,4.29,1.98,1.18,9.54,16.7,727.88,43229.59,1.81,42.82,34.75,97010.69,0,3.6,A+
Vindhya Foods,Banking & Financial Services,16560.2,4314.72,20.92,6.79,1.6,5.1,1.94,1.13,5.31,9.58,-126.18,16664.56,1.86,46.69,29.98,10.0,1,6.6,BBB+
Aarav Chemicals,Telecom,74889.97,18313.33,27.34,14.54,0.15,11.37,0.98,1.47,10.99,16.21,24028.3,43892.11,4.83,48.75,70.82,137138.15,1,2.5,AA
Jai Exports,Chemicals,12792.87,720.9,10.56,4.95,1.14,1.78,0.89,0.97,1.64,7.88,-34.09,4665.63,0.85,37.95,19.44,10188.53,0,6.4,BB-
Shri Holdings,Textiles,7494.28,4068.36,13.66,7.76,0.9,5.57,1.01,0.9,5.22,10.25,1124.92,10.0,1.45,36.49,40.79,53970.44,0,3.9,BBB
Ashoka Ceramics,FMCG,22380.44,1037.85,12.25,6.11,1.0,3.07,1.01,0.82,7.04,10.9,2725.56,10.0,2.27,39.77,35.24,22314.12,0,3.7,BBB+
Ashoka Infra,Automobile,104371.15,19622.73,30.18,23.28,0.54,14.06,1.96,1.9,9.11,15.98,11582.0,6791.21,4.13,54.88,12.19,72540.29,0,3.2,AA
Shri Agri,Energy & Oil,35133.56,14013.63,22.6,9.78,0.78,5.3,2.0,1.32,6.43,15.03,7844.72,12903.68,3.05,33.06,45.27,65815.42,0,2.6,A+
Priya Limited,Automobile,78336.29,20550.46,23.91,14.49,0.28,5.96,1.82,1.1,15.79,11.99,11893.37,27228.46,4.16,62.45,56.2,73244.67,1,2.3,AA
Sahyadri Steel,Real Estate,7907.58,1134.95,0.22,-5.09,2.96,1.54,1.29,0.71,3.09,9.64,639.43,19049.28,0.48,34.87,13.8,2750.48,0,8.8,B+
Jai Capital,Pharmaceuticals,7431.68,4598.1,16.58,5.43,0.77,1.46,1.55,0.98,3.35,5.37,3278.88,17915.27,1.44,36.43,21.61,27049.95,0,4.0,BBB
Aarav Ventures,Real Estate,7709.38,2036.44,10.16,4.21,1.6,1.29,0.92,0.47,4.77,8.39,849.49,18955.83,1.3,31.72,15.4,5154.75,0,7.3,BB+
Deccan Power,Real Estate,33021.88,13646.93,26.2,6.48,0.73,5.97,2.04,1.22,7.75,13.15,10195.74,6349.89,2.46,29.88,19.64,59515.32,0,3.2,A+
Anand Engineering,Media & Entertainment,50231.73,13593.19,19.65,13.0,0.66,7.25,1.32,1.93,10.85,10.2,2843.93,34318.73,2.53,58.54,27.69,95744.35,0,5.4,A
Durga Polymers,Energy & Oil,40848.16,1427.68,30.43,16.39,0.91,7.29,1.32,0.67,7.9,20.52,7582.84,53637.57,3.86,52.25,46.21,95677.86,0,3.3,A-
Kiran Exports,Media & Entertainment,8702.25,-729.53,11.12,6.16,1.89,2.28,1.14,0.4,5.49,5.9,429.34,29579.83,1.49,45.82,24.15,1070.07,0,7.5,BB+
Anand Pharma,Telecom,4614.29,401.33,10.31,4.31,2.19,0.9,0.51,0.98,1.38,5.17,-509.94,26229.13,1.31,46.34,20.43,10.0,0,6.1,BB
Vikram Foods,Real Estate,31281.43,12099.42,26.48,20.03,0.2,9.97,2.56,1.23,10.42,19.87,11067.25,30090.37,3.89,54.88,24.41,114830.11,0,1.7,AA-
Kiran Pharma,Real Estate,5746.17,843.77,2.36,-1.18,1.89,0.16,1.3,0.53,-0.29,-1.51,83.61,6438.33,1.16,16.27,10.0,4379.46,1,7.3,B-
Aarav Logistics,Textiles,63990.91,14956.98,24.72,10.38,0.17,7.9,1.66,1.71,5.6,16.21,9961.55,21524.14,4.2,54.73,31.99,174668.81,0,3.6,AA
Vivek Limited,Infrastructure & Construction,3024.62,394.31,4.45,1.69,2.16,1.05,1.21,0.76,2.58,-2.37,-154.04,13742.01,0.99,27.21,10.0,6484.61,1,8.3,B
Bharat Holdings,Chemicals,38963.75,10359.86,30.69,14.95,0.38,7.26,1.94,1.95,6.47,20.52,6750.69,19476.4,3.65,55.79,37.69,73338.64,0,3.6,AA
Bharat Industries,Energy & Oil,30450.89,6933.23,16.78,10.37,0.61,7.53,1.5,0.51,8.15,13.88,3656.85,41673.34,0.61,70.91,44.66,31158.4,0,3.9,A+
Ganga Polymers,Infrastructure & Construction,10656.08,692.89,3.53,10.34,2.37,2.13,1.19,0.92,4.11,0.74,589.48,11451.7,1.15,52.79,10.0,10.0,1,6.6,BB-
Kaveri Engineering,Infrastructure & Construction,70803.14,25419.26,23.28,19.32,0.64,11.63,2.19,1.44,7.8,13.47,13082.49,21346.93,3.38,64.65,38.99,45209.25,1,3.2,AA-
Surya Foods,Power & Utilities,11576.76,8441.75,19.72,8.96,0.71,2.86,1.84,0.82,10.68,14.63,3712.75,45408.39,1.97,43.03,10.05,89285.19,0,2.2,A-
Konkan Exports,Cement,15316.1,7814.16,17.42,11.87,0.76,6.82,1.42,1.37,5.21,13.35,-947.01,21931.78,2.34,63.32,31.29,53675.1,0,1.8,A-
Shri Steel,IT & Technology,10.0,6065.95,21.39,11.06,0.54,5.52,1.67,1.57,9.81,12.79,5800.3,32142.99,3.14,71.83,31.66,85062.34,0,3.0,A+
Vivek Enterprises,Chemicals,10.0,1321.05,12.59,-3.67,1.91,2.48,1.29,0.56,4.16,7.03,1154.62,14741.42,1.31,57.53,16.37,9704.63,1,6.4,BB+
Arun Power,Chemicals,623.81,636.62,10.74,4.87,3.07,-0.17,0.77,0.51,1.07,9.75,-124.16,29937.62,0.7,23.5,17.07,5310.76,1,6.9,B+
Chanakya Technologies,IT & Technology,5506.08,38.25,1.81,0.72,1.84,1.53,0.78,0.57,-0.32,7.15,0.16,21136.09,1.07,28.31,12.18,1815.73,0,7.3,B+
Durga Logistics,Media & Entertainment,22485.35,7707.81,12.09,11.7,0.99,6.28,2.18,1.17,6.85,10.53,4377.02,57488.39,3.02,44.97,19.93,2044.08,0,4.1,A
Kaveri Holdings,Real Estate,10729.68,1083.66,10.76,9.95,1.17,2.75,1.31,1.55,7.44,15.41,-653.79,18186.77,1.48,54.53,34.6,24896.39,1,4.5,BBB+
Prem Engineering,IT & Technology,41170.28,10740.33,20.7,12.52,0.82,6.54,2.09,1.52,8.06,14.8,5650.81,16295.04,2.17,58.53,23.45,74418.02,0,4.2,A+
Radha Steel,Infrastructure & Construction,41465.26,11293.18,17.62,13.64,1.02,2.9,2.48,2.09,10.37,18.22,8355.03,23148.5,2.71,63.57,20.32,18178.49,0,4.0,A+
Sahyadri Enterprises,Textiles,28351.6,12422.09,24.36,11.95,0.01,6.92,2.33,1.79,12.48,20.44,7241.63,11912.69,4.18,55.88,55.61,122882.41,0,2.1,AA
Indus Agri,Pharmaceuticals,7202.6,1112.14,5.21,2.5,1.76,1.45,1.13,0.53,1.88,4.12,317.24,18496.16,0.93,32.92,17.0,5779.64,1,7.5,B-
Ganga Limited,Aviation,10.0,604.26,9.89,0.23,2.61,0.89,0.82,0.63,-0.18,2.06,-71.37,16712.61,0.86,28.53,12.22,2448.19,0,7.1,B
Narmada Finance,Telecom,11175.22,635.83,13.26,7.11,2.45,3.18,1.22,1.05,5.44,3.63,438.06,1042.99,1.52,20.88,10.0,1415.64,1,6.7,BB
Nav Textiles,Automobile,4154.57,-380.57,14.79,8.05,0.45,2.64,1.38,0.91,4.34,14.54,6363.78,16240.42,1.14,45.19,25.94,19200.82,1,6.8,BBB+
Shri Finance,Energy & Oil,10.0,1985.84,22.71,6.43,1.52,4.26,1.77,1.48,5.67,5.76,1239.27,46232.63,1.09,53.96,10.0,10.0,1,5.0,BBB+
Ashoka Pharma,FMCG,11235.58,1371.29,5.02,10.08,1.09,1.67,1.41,1.15,4.6,11.35,2568.63,11518.46,1.83,56.82,34.35,31860.94,0,5.5,BBB+
Bharat Corporation,Power & Utilities,19654.66,1580.58,12.68,10.04,1.75,1.33,1.89,1.29,5.4,10.28,3202.78,12313.22,1.71,30.3,10.0,54984.6,0,5.2,BBB+
Parvati Industries,Aviation,29446.81,3775.02,18.46,12.36,0.74,4.5,1.99,1.37,8.98,17.82,5317.9,25466.68,3.99,40.67,10.0,66666.16,0,2.6,A-
Ganesh Capital,Automobile,72130.95,12986.62,17.42,23.74,0.18,9.74,1.26,1.71,9.08,21.28,10895.68,38207.29,3.37,41.95,45.56,84846.55,1,1.7,AA
Prem Pharma,Media & Entertainment,31571.69,24887.68,29.24,14.61,0.59,3.88,1.92,1.76,11.5,15.84,10770.15,26057.3,3.79,66.61,46.78,130674.43,0,3.2,AA
Desh Textiles,FMCG,4611.44,-301.57,-14.55,-10.7,3.66,0.74,0.48,0.34,-3.78,-7.5,-268.61,12509.98,0.62,46.43,10.0,347.32,0,7.6,C
Desh Limited,Steel & Metals,32905.79,5688.27,22.45,10.06,0.36,2.25,1.49,0.83,4.37,12.84,2194.05,5371.75,2.24,54.18,21.51,30668.99,0,6.1,BBB+
Deccan Corporation,Aviation,2226.81,297.18,-16.24,-7.7,3.4,0.04,0.82,0.46,-11.02,-4.42,37.66,4938.5,0.23,8.91,10.0,858.01,0,8.7,C
Aarav Infra,Energy & Oil,23502.3,15672.12,23.48,12.26,0.18,11.87,2.42,1.82,8.82,18.68,2747.82,10161.01,3.83,60.62,17.57,36547.32,0,3.3,AA
Arjun Capital,Cement,6868.97,3281.15,16.23,7.25,1.31,1.89,1.2,1.36,8.01,13.53,4480.71,10.0,1.33,44.27,48.16,15303.74,0,5.3,BBB+
Saraswati Logistics,Power & Utilities,58903.09,13835.29,17.8,5.2,0.76,8.15,1.27,1.78,12.26,21.07,17694.29,10972.16,2.93,54.81,54.32,10.0,0,3.2,AA-
Saraswati Technologies,Banking & Financial Services,46035.42,10688.53,25.32,1.01,1.28,6.66,2.33,0.89,3.62,22.15,2293.91,23337.27,3.22,61.27,44.94,56701.59,0,4.1,A+
Desh Corporation,Automobile,108902.24,2219.58,39.93,7.56,0.37,11.83,3.22,2.26,13.89,24.26,17221.96,20711.61,8.28,51.27,10.0,158432.57,0,1.2,AAA
Radha Pharma,Real Estate,26839.03,20107.04,16.71,17.8,0.63,10.95,2.44,1.98,11.16,16.61,13918.22,29204.39,4.69,40.88,39.25,36077.9,0,3.1,AA
Vikram Holdings,Energy & Oil,3176.76,144.76,7.39,0.6,3.64,1.89,1.1,0.63,3.74,3.96,56.24,6597.28,0.62,34.9,14.78,10.0,0,7.7,B
Jai Foods,Banking & Financial Services,41585.27,7383.35,21.22,7.05,0.53,5.88,2.0,1.38,5.88,14.05,12047.35,36163.87,2.67,39.69,23.44,50197.71,1,4.0,A
Meera Agri,Banking & Financial Services,18879.86,2259.53,12.44,14.14,0.98,1.95,0.91,0.91,6.88,9.27,5159.53,19912.62,2.35,38.91,16.58,21365.69,0,4.9,BBB
Laxmi Engineering,Textiles,35264.38,10148.19,12.9,10.64,0.64,5.06,1.96,1.12,2.99,14.05,1742.38,35444.98,3.44,25.9,22.71,60601.19,0,4.1,A-
Sagar Holdings,Steel & Metals,48887.7,6770.93,16.13,2.76,1.04,10.01,2.52,1.23,5.27,18.35,5492.52,35171.98,3.04,53.12,44.34,81970.04,0,2.8,A
Deccan Textiles,IT & Technology,10.0,2307.68,9.53,9.26,1.07,3.23,1.64,1.1,4.77,16.06,3828.67,15009.67,1.61,57.46,26.03,3182.6,0,6.0,BBB+
Nav Steel,FMCG,79534.72,24799.24,37.42,22.92,0.57,9.37,1.29,1.6,12.56,18.17,-329.33,18560.54,4.45,47.74,44.49,125897.62,0,3.9,AA-
Radha Logistics,IT & Technology,573.3,-426.5,-16.28,-19.81,8.61,-0.29,0.05,0.24,-10.05,-32.35,-1732.0,7695.02,-0.01,34.78,10.0,121.58,0,10.0,D
Arun Industries,Real Estate,11480.75,1027.38,12.41,2.96,2.44,2.79,0.74,0.52,6.05,9.8,42.57,296.2,1.26,26.01,15.47,7716.32,1,7.4,BB-
Laxmi Textiles,FMCG,17173.78,816.87,5.48,5.17,2.78,1.68,1.36,0.63,3.03,3.51,806.5,14835.45,1.38,66.89,14.89,10.0,0,6.7,BB+
Nav Enterprises,Real Estate,33634.2,6791.6,27.44,12.54,0.77,4.44,1.1,1.42,8.61,10.76,5822.51,25842.23,2.3,42.48,36.86,43225.65,0,2.8,A-
Ashoka Technologies,Infrastructure & Construction,46750.37,20471.38,26.24,15.05,0.56,14.09,2.45,1.7,12.92,17.37,12104.41,16132.53,2.25,61.43,47.2,82737.22,0,1.9,AA
Priya Exports,Chemicals,10.0,156.01,-1.16,2.01,1.9,1.49,1.09,0.46,-0.21,5.14,493.95,10.0,0.87,2.04,10.0,5734.14,1,7.3,B-
Vijay Solutions,Real Estate,7551.91,5189.29,20.33,9.32,0.52,5.15,1.96,1.24,5.8,12.32,4344.57,13008.6,2.23,59.72,29.24,10.0,0,3.8,A
Vikram Ceramics,Telecom,15421.68,11442.35,20.25,18.71,0.43,9.78,2.11,1.01,15.22,20.65,6515.7,24302.34,4.77,58.56,65.35,275071.05,0,2.0,AA+
Param Foods,Banking & Financial Services,12190.63,-2461.09,26.24,10.59,1.06,8.15,1.37,0.97,12.36,14.72,3358.85,12322.4,2.69,70.09,40.23,55452.87,1,4.6,A
Priya Logistics,Pharmaceuticals,9670.61,3420.9,9.01,7.29,1.56,2.72,1.09,0.89,6.59,9.86,1086.1,8252.97,1.26,27.89,25.1,13171.27,0,7.8,BB
Vikram Exports,Steel & Metals,30228.96,3299.29,17.83,6.23,1.09,2.21,1.26,0.97,1.68,12.73,4339.83,19904.99,0.45,44.96,10.07,10855.71,0,3.1,BBB
Priya Ventures,Banking & Financial Services,3918.19,1863.66,7.19,1.66,3.02,2.3,1.38,0.9,3.24,10.79,1943.21,10.0,1.19,41.4,14.57,13886.36,0,8.0,BB+
Vindhya Corporation,Pharmaceuticals,13501.33,2291.76,5.2,1.58,1.37,3.06,0.91,0.61,1.32,15.26,714.66,21298.88,0.86,55.43,10.0,2125.98,0,6.7,BB
Deccan Chemicals,Automobile,30172.94,24667.99,28.02,13.24,0.7,8.82,1.9,1.96,3.64,20.94,6721.43,13424.71,5.76,52.69,56.34,116754.68,1,2.3,AA-
Durga Solutions,IT & Technology,3091.85,934.8,8.72,-0.5,1.66,0.71,1.1,0.78,1.83,-3.47,426.13,22428.63,0.84,64.7,10.0,4712.02,1,8.3,B-
Chanakya Pharma,Pharmaceuticals,41031.5,15606.1,22.5,10.38,0.65,5.5,1.6,1.77,11.19,9.01,6153.44,28937.37,2.17,57.26,49.53,76754.27,0,2.9,A-
Surya Holdings,FMCG,15365.08,1468.7,16.2,8.99,1.58,5.08,1.61,0.78,2.3,12.56,5200.94,19702.5,1.04,73.02,28.89,22567.12,0,5.0,BBB
Indus Technologies,Steel & Metals,107475.37,30036.25,25.24,19.71,0.18,23.32,3.34,1.74,10.49,23.39,13564.64,11653.55,3.3,53.91,58.25,173312.16,0,2.0,AAA
Vikram Capital,Pharmaceuticals,108.98,-1114.25,-14.81,-28.17,10.99,-0.86,0.1,0.1,-14.7,-25.58,-1126.38,8764.09,-0.1,18.06,10.0,911.53,1,8.8,D
Shri Enterprises,Banking & Financial Services,56874.09,6675.7,23.87,9.55,0.83,4.4,1.93,1.58,6.76,12.8,7427.27,15624.76,1.59,56.24,30.71,46134.22,0,4.0,A+
